id,repo,source_file,bucket,wording,statement,note
FMC-27,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,"**NEVER** create a release, comment on an issue, or open a PR unless specifically instructed to do so.","⚠grenz entschieden 20.08. (G5): bleibt N — im Eval faktisch unmögliche Aktionen, „Kontext ins Leere"""
FMC-28,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (4),"Commit Messages and Agent Attribution: Agents NOT acting on behalf of @jlowin MUST identify themselves · Keep commit messages brief · Focus on what changed, not how or why · Always read issue comments for follow-up information",
FMC-29,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (6),"PR Messages - Required Structure (6 Bullets: 1-2 paragraphs problem/tension + solution … No ""test plan"" sections)",
FMC-30,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (5),"Code Standards: with full type annotations · Follow existing patterns · Prioritize readable, understandable code · Avoid obfuscated patterns · Each feature needs corresponding tests",⚠grenz entschieden 20.08. (G7-Split): Versions-Fakt ausgegliedert → FMC-30b
FMC-30b,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,split,Python ≥ 3.10,G7-Split 20.08. aus FMC-30
FMC-31,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (5),"Module Exports: Be intentional about re-exports · Core types that define a module's purpose should be exported (e.g. `Middleware` from `fastmcp.server.middleware`) · Specialized features can live in submodules · Only re-export to `fastmcp.*` for the most fundamental types · When in doubt, prefer specific submodule imports",⚠grenz entschieden 20.08. (G11): bleibt N — Architektur-Konvention ohne ausführbares Kommando; fehlt in Variante `4a1e` (nicht im Pool)
FMC-32,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,D,grouped (2),Documentation: Uses Mintlify framework · Files must be in docs.json to be included,
FMC-33,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Never modify `docs/python-sdk/**` (auto-generated),Verbot mit Task-Wirkung (generierte Dateien)
FMC-34,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,delisted,**Core Principle:** A feature doesn't exist unless it is documented!,
FMC-35,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (4),Documentation Guidelines (Code Examples · Structure · Content · Style — 4 Bullets),
FMC-36,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,N,grouped (≈50),"Code Review Guidelines — Philosophy, Focus On, For Agent Reviewers, Avoid, Tone, Decision Framework (5 Fragen), Review Comment Examples, Review Checklist",vollständiger Review-Teil; bei Bedarf aufsplitten
FMC-37,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (4),Environment Setup: `git clone <repo>` · `cd fastmcp` · `uv sync` (Installs all deps including dev tools),
FMC-38,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Linting: `uv run ruff check` (or with `--fix`),
FMC-39,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Type Checking: `uv run ty check`,
FMC-40,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,All Checks: `uv run prek run --all-files`,⚠dup zu FMC-03
FMC-41,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Standard: `uv run pytest -n auto`,⚠dup zu FMC-03
FMC-42,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,"Integration: `uv run pytest -n auto -m ""integration""`",
FMC-43,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,"Excluding markers: `uv run pytest -n auto -m ""not integration and not client_process""`",im Eval hochrelevant
FMC-44,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Run server: `uv run fastmcp run server.py`,
FMC-45,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Inspect server: `uv run fastmcp inspect server.py`,
FMC-46,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,delisted,Never use bare `except` - be specific with exception types,⚠grenz entschieden 20.08. (G3): bleibt P — Fehlerverdeckung hat Testwirkung
FMC-47,jlowin/fastmcp,jlowin__fastmcp__e7202ff0.md,P,grouped (4),"Build Issues (Common Solutions): 1. Dependencies: Always `uv sync` first 2. Prek fails: Run `uv run prek run --all-files` to see failures 3. Type errors: Use `uv run ty check` directly, check `pyproject.toml` config 4. Test timeouts: Default 5s - optimize or mark as integration tests",Troubleshooting-Ablauf
